97760,50157
97760,51377
98114,51377
98114,52609
98308,52609
98308,53805
97888,53805
97888,55030
97907,55030
97907,56189
97355,56189
97355,57418
97380,57418
97380,58537
96750,58537
96750,59827
97036,59827
97036,61064
96978,61064
96978,62091
96075,62091
96075,63366
96138,63366
96138,64647
96154,64647
96154,65828
95815,65828
95815,66751
94776,66751
94776,67896
94378,67896
94378,69010
93901,69010
93901,70137
93449,70137
93449,71416
93299,71416
93299,72466
92667,72466
92667,73341
91729,73341
91729,74328
91018,74328
91018,75725
90971,75725
90971,76350
89697,76350
89697,77654
89455,77654
89455,78661
88763,78661
88763,79774
88205,79774
88205,80419
87057,80419
87057,81309
86228,81309
86228,82183
85387,82183
85387,83290
84791,83290
84791,84157
83933,84157
83933,85142
83186,85142
83186,85561
81916,85561
81916,86304
80959,86304
80959,87028
79990,87028
79990,87978
79198,87978
79198,89151
78551,89151
78551,89323
77178,89323
77178,90007
76178,90007
76178,91138
75454,91138
75454,91043
73979,91043
73979,91841
73044,91841
73044,92761
72158,92761
72158,93592
71205,93592
71205,93514
69820,93514
69820,94371
68868,94371
68868,94401
67566,94401
67566,95454
66664,95454
66664,95406
65353,95406
65353,96029
64275,96029
64275,95824
62949,95824
62949,96876
61972,96876
61972,96860
60711,96860
60711,96817
59460,96817
59460,97128
58286,97128
58286,97835
57167,97835
57167,97820
55930,97820
55930,97888
54710,97888
54710,98184
53510,98184
53510,98434
52296,98434
52296,97519
51047,97519
51047,97826
49842,97826
49842,97670
48635,97670
48635,97988
47408,97988
47408,97709
46208,97709
46208,97844
44975,97844
44975,97340
43812,97340
43812,97087
42627,97087
42627,97556
41314,97556
41314,96515
40281,96515
40281,96500
39048,96500
39048,96655
37756,96655
37756,95752
36745,95752
36745,95913
35428,95913
35428,95596
34246,95596
34246,94673
33287,94673
33287,94376
32104,94376
32104,94380
30781,94380
30781,93974
29619,93974
29619,92724
28867,92724
28867,92439
27653,92439
27653,91592
26735,91592
26735,91622
25313,91622
25313,90767
24402,90767
24402,90163
23340,90163
23340,88994
22668,88994
22668,88792
21317,88792
21317,87703
20616,87703
20616,87039
19594,87039
19594,86280
18645,86280
18645,85762
17475,85762
17475,84947
16560,84947
16560,83857
15918,83857
15918,82905
15155,82905
15155,82364
13939,82364
13939,80831
13845,80831
13845,80123
12807,80123
12807,79142
12094,79142
12094,78133
11421,78133
11421,77192
10655,77192
10655,76531
9453,76531
9453,75181
9303,75181
9303,74198
8581,74198
8581,73396
7519,73396
7519,72283
6996,72283
6996,70791
7259,70791
7259,69828
6468,69828
6468,68882
5596,68882
5596,67786
5042,67786
5042,66535
4898,66535
4898,65513
4120,65513
4120,64314
3846,64314
3846,63077
3720,63077
3720,61873
3511,61873
3511,60800
2751,60800
2751,59489
3039,59489
3039,58268
2976,58268
2976,57182
2059,57182
2059,55876
2619,55876
2619,54692
2298,54692
2298,53520
1668,53520
1668,52279
1923,52279
1923,51050
2360,51050
2360,50147
94808,50147
94808,48629
2141,48629
2141,47427
2380,47427
2380,46180
1928,46180
1928,45000
2393,45000
2393,43727
2007,43727
2007,42539
2350,42539
2350,41356
2671,41356
2671,40224
3213,40224
3213,39051
3516,39051
3516,37750
3321,37750
3321,36719
4155,36719
4155,35517
4368,35517
4368,34350
4703,34350
4703,33273
5289,33273
5289,32085
5576,32085
5576,30732
5505,30732
5505,29677
6150,29677
6150,28566
6666,28566
6666,27678
7607,27678
7607,26641
8240,26641
8240,25692
9015,25692
9015,24686
9684,24686
9684,23357
9863,23357
9863,22368
10577,22368
10577,21243
11107,21243
11107,20538
12196,20538
12196,19280
12577,19280
12577,18913
14028,18913
14028,17790
14584,17790
14584,16866
15372,16866
15372,15958
16181,15958
16181,14765
16727,14765
16727,14058
17741,14058
17741,13609
18967,13609
18967,12871
19928,12871
19928,11852
20671,11852
20671,11390
21843,11390
21843,10508
22705,10508
22705,9944
23789,9944
23789,9289
24810,9289
24810,8447
25723,8447
25723,7680
26692,7680
26692,7037
27737,7037
27737,6604
28890,6604
28890,5982
29950,5982
29950,6065
31317,6065
31317,5479
32385,5479
32385,4651
33374,4651
33374,4451
34598,4451
34598,3883
35697,3883
35697,3944
36985,3944
36985,3539
38133,3539
38133,3459
39361,3459
39361,2672
40436,2672
40436,2521
41651,2521
41651,2548
42890,2548
42890,2429
44100,2429
44100,1987
45277,1987
45277,1827
46490,1827
46490,2461
47745,2461
47745,2292
48948,2292
48948,1513
50159,1513
50159,2191
51368,2191
51368,2233
52579,2233
52579,1973
53816,1973
53816,2374
55001,2374
55001,2019
56271,2019
56271,3046
57351,3046
57351,2453
58683,2453
58683,2659
59891,2659
59891,3416
60971,3416
60971,3121
62302,3121
62302,4353
63223,4353
63223,4226
64527,4226
64527,4663
65663,4663
65663,5266
66735,5266
66735,5363
68000,5363
68000,6083
69017,6083
69017,6102
70344,6102
70344,6717
71407,6717
71407,7308
72479,7308
72479,7863
73569,7863
73569,9096
74259,9096
74259,9259
75579,9259
75579,10284
76362,10284
76362,10777
77491,10777
77491,11803
78241,11803
78241,12242
79425,12242
79425,12892
80461,12892
80461,13584
81470,13584
81470,14773
82037,14773
82037,15496
83014,15496
83014,16012
84212,16012
84212,17159
84776,17159
84776,17979
85676,17979
85676,18661
86749,18661
86749,19844
87232,19844
87232,20884
87870,20884
87870,21910
88517,21910
88517,22758
89414,22758
89414,23894
89895,23894
89895,24493
91223,24493
91223,25859
91318,25859
91318,26918
91908,26918
91908,28005
92446,28005
92446,29011
93145,29011
93145,30057
93782,30057
93782,31314
93941,31314
93941,32214
94952,32214
94952,33318
95499,33318
95499,34521
95774,34521
95774,35785
95831,35785
95831,36904
96341,36904
96341,38121
96509,38121
96509,39203
97232,39203
97232,40407
97470,40407
97470,41769
96806,41769
96806,42874
97556,42874
97556,44079
97737,44079
97737,45271
98068,45271
98068,46498
98060,46498
98060,47742
97602,47742
97602,48948
97670,48948
97670,50157
